Account,Token Account,Quantity,Percentage
BPXN1GzouY9ZdSQQhAXFhVasZVzzk8xGhktaUc587YbG,C3f3uT4HMRMcqJoemtcg7xpTbmoQj4xm2w9TFA4hj7Ws,104560.30,0.01
FVT5JRigwZsD8pucC31A6nVaJQGKbVVCfB8vRbrKZqR3,6vaGLjfsFuJQh4EkzkD3VSgvcsAzpL5twuAt9NqJGY1g,104136.07,0.01
Du6KMyS75xzi8QbBMSaERfqYGUmBoXxXYhJV8VMsqSZh,4EFv79pfJn2YcsZmsQE6zYtb4RNRaG9xqQhDum24j2Jf,103374.99,0.01
8ZXsJ7ViBpuGii9p64zBjtFT6G83CrKQwDvJYJrPuoGB,8VrL8XsX6X2dMWrVYAfu6YzvFt6E7sexphsofZbdtxC9,102754.93,0.01
7hpP3qAVnRXMgcHEqUgzUqKZhNVVd6Toxmvju735rsPt,2Je5yigBvgVgC19sPMERhFZa3tSzbaxbFX9ofd8PZCTk,102448.28,0.01
2GmAWHpbzAE78hQEdLZ6EncH5YtbHpTXvho2iVn9L38p,7DcnAvHE66ZqgZ46ZetDyv9RxWW6qjKVjY2mQG1a7Ybc,101454.17,0.01
6UZ3NeFwCfwbpRNvfhgWerYkJFrqsnYrHuP6Faqxezwb,4ctj4ezMknjcbmGjAiJ5ooBs4oR859DC7bvcqFvEmhZH,100496.39,0.01
CWi2rMUiiWeS2UWtN24ZJvM9frhRYrpRcxgGcAdWT3v8,huVKtMduAJz4PCPTwraFKuJHF4hvXMBxXbWMuNhrvwQ,100369.92,0.01
BnZNuGb69xH4Rg26NswQL9scPtBUhFRkuq7sh9sZmudj,4dxpmaGUXMQmNVsfmtH6kQVttDVQ1oiEjKYgqfuyvqs6,100000.00,0.01
48D3KrgpJMsVATfFVMawqhdAsqmT6CyZoauLRLzZMrCC,HFT2qjrNYgWFUXE9nVAwbnUujUzccSDu5BRuymXKVuqF,100000.00,0.01
2sFQswm2EGsLXFcHZ4Ri3mGzUdYBo1Dhgw9nvT2CN6A7,7dTe58i8zCLZmZj1H5d1MG4ywf9SqwMB8sYKmn3hQvbC,99791.48,0.01
jQchYuyavQeLvSASQkPzSMSdG3QrjW3WeoqAJAnEnaq,EPvzqjdxjLspYM1FsnNAdWUjn7b8kMfan5tXwMz6KqHV,99224.72,0.01
6zyXKhwoEJHDxaVhxRpGtvyjDWqyGruYiQndChAazF3E,9Dzdy72FyCiffcJMgQUBEgZUttzc1MV3VR9PV3kCHZw1,99155.03,0.01
HecGkH2m3n7Jq94jVfs3dYhKGfAd3PqbGJsnNgauGmRv,JUM1Luukqq37nRbk55eoj8hV3UZnHz3JbnUJ5t3NbNK,98868.97,0.01
5kW9AEdzBp3eR42hv2h7aEieukxBaf6Ti4hkc6ydnSRW,2WhZfVqWr8Pkq9MZqQ1zu2UStw3MW8qdgQX4TC8Mhsb1,98583.30,0.01
6JAmpCHh4THEdcWVkC26PHqL289RFZW6tWVLw6aQWf8t,dH9im5SXarV8Y7WzFMx6neX9VGvem547soNprZKAm9n,98508.40,0.01
HM7Jzmsf3pXsPhY1Tba8h4bLu6m4YSzw7fPKBW4KTk3v,FBgPooHr9AcPanLGvYRLhNKW18k9rLHtVf5jgUBSgn3F,97948.47,0.01
6aPWFR3cZd5GgQhXk9speoQiznkEwydhrjr7fcLbh6h3,9L1cZvtpyQAjPgv5AJYMUvpGrB857faDb75NG4DnnxDY,97458.23,0.01
H4hPQhvvzPJjwyEUcDsMuG6mqFW1h7vmcWjeiuFYW7co,C3kkLiSL3LN4Ur9ArUbJkNACPHe7gw1RPWgE2WnvBZEM,96716.51,0.01
HL4iUFzjdmezsARVUosvns7cR7DY1wShjNVCU4MgiPio,2m2F5H589GfB5ysJP1ch1PaZ3ZEG9dKoAj8AJGdaJVM1,96606.48,0.01
8uJcWfSrX6qKV2zo2UTV41JSwk2RHEoQ4eYbNQqMpND4,HJ1o4oxV7bwZbfkwLXfhuDuCk2wFgK6SUqosH4AzTCAR,95968.61,0.01
3XsrQmrf47wc55enrmR2PNjpLyrAaWywdJkkB3XmT7Q8,GHWpFnEJZoVAqy23bThVLxNbCwsgsB2ZqqEz7bKp7VzB,95336.73,0.01
HzUUuQURWADbts6fsEhju2TgTPy633e12dGmN2uHoBYz,iyAZLzijXy8tioo5zqsFXjBdbxwazisAs9aMec2gqt7,93718.04,0.01
EPesZNLHBp7BterPXpSEWRFrNcw2rFc9ufrrBWehEUtm,4fduoG2ror9CCwzY369AcRWHGbk75vRmfuzPumUjgoiv,93230.85,0.01
6GwEneC9etRvL78LRYvub4GoPiV89RWVbiq92Nu3uT9G,7129vTZKr27aU7yLZQNx5c5YrhV36tFR4Jax1RSVTeDo,93103.27,0.01
ECFKuuvpMZf1KaQaqRe6FnaE6RL9hSRg7VCL5HmBwu5u,3BRn1qcugfovs8toQA54n5bUgTr61j1Xvq6gJbuPUZ27,92698.61,0.01
CSJCeeQQjhicJydGUx86XxBU9h6RKacK6pXX2352ab1w,8LFVwbBHwyQZBD4vvUPNKxzo887ykihzvvYNzGR3HZtV,90851.75,0.01
9Lkaus2tFmAH254Z9o6PpZ2psbFx763J1S9PGGQUqnvw,2Zn2NH1bUJ7vjByosLYrXvg2bJvVnNg5hVLicfWUn7WE,90109.20,0.01
7Vokjd1Xg6uu1B1Y322XyqtMns5ma29hEBBjTYLwhVy1,HyAvFvwqMey3xLoKgkZ5v2A8X9hEhpXBWQMkWyoc7sbp,89997.92,0.01
AfQ1oaudsGjvznX4JNEw671hi57JfWo4CWqhtkdgoVHU,E2f7hX14ExYanGFb7skbEpFhsec6nGyBrC8hvs9ZVt6F,89820.99,0.01
CaDyqGsjApouR6DeaAUZmtf9H2pHC5P5rQSBkBbKoNCx,2uApZSWmq1vdFpHCcfV3SPow7w8CnVZuRLizrctNDPTD,89629.97,0.01
FMP4B87tCf7rjUcSQQkE7YPqmBPaDtWXkZc12bNorQk5,3yXjpMrF8iKpvEADRXXQX5Ua1ZgaScf8NevBvwAa5N5j,88729.61,0.01
2BmK87xgVjNNDkpkCEqYemWAPBsh4vc73LjxTpmWpJnZ,AGJEEyrTcCN1Db56E3MP9zcqVtu1r82USUQwjU3yXpFF,88288.91,0.01
5tVNyZtSFPmFzYpdRrV6tpNVuFsT3B11o7yYH8FYBASu,5BQw2P29fQLMhpEVBJEM3fd9oVWdubq9SrGDszEZQ9vx,85355.84,0.01
DSZ4KEjqCfw6GLmiCMRVXwTuH4n2JErDkPe6cS1ptsBW,JCea3qMam7M5WHXprmS2mGRDzpDwYYvfBQ1hRChbpUN1,83139.41,0.01
8JGUk6Wcc35cD9RvZGA13pQRDv2Zt5LpsXx7TfjwFbmm,9Y3NHbWYRKGM4iGDUD2fgrAVSBFvUbnghCxp2Mo9N8Rd,82472.82,0.01
EP8PWZEpaLNBTLy4cFa6PwmicH6BwWCibueHsShQsDAw,AKSmshwrvssPwdAtHz5tXrartGCE6NQXcuM9i8v2LMuB,82304.27,0.01
6snrxYduhTotzB1FsXGUdj8vmTgyJ6dYqej8MxuctPPG,91Po1TU5guXURnACQkt1cV96V9GasYcBYwriyJTg69i2,82070.86,0.01
J6JXSjyfhY9u6mxzgmoFBYD4CG34vXZWxke6BXYRtbuS,HH3npreg3p6Tavgb1eXDize3L5P4vLXSP4WpCgA8YDPT,82001.37,0.01
6mZnKPt3Mq4Sj8ADneAtxN2a3yGKceso7HNQK7dowHm2,AwZtNseFApQMi9x2EDhX1CdeBuPMskEFB7PHmXCoDzoV,81021.17,0.01
3dRcfuVa6W1V2DrUWiG2bZ355E7eMsDt1JcZtTTWEorD,4FiRZKeMDBBRCSJ92BWq4vSECKcoiUfLdJ7quWeCipYq,80941.38,0.01
EDhkRx28JTQn8EoH3MmkFi6hGUNg5Xew7akc9XNcv8rx,BPrjmYFnntWoVYTNpaYPBGp8kjuFswhd1X1k9usQYbUy,80868.75,0.01
ETAuxZ6ZYv6gn2Y358sdHHJAd1Yw8YQDqGm1TY9h7oyQ,HZVw2wJe22ojMYvnWDsqUwzqUNrHirFTvRdXFAoNKjC2,79194.42,0.01
BuwVQyyVaZfQqPs6Z8UVNorwJF1ra833EocuAyhjfvR6,EvSBeD1YRBpw5jGnbpdmFTMiHPhV9VhjUo3KwHY7DBHe,78405.92,0.01
2wQsnvhYoo9daRmqD5X3u8xkZX4sWRCaDKqjQPdq9wEn,6QyPWwRToU72NqeiLQSLHhh9iF6YymNdcVGHZUfdrd9x,78245.45,0.01
CF9AvJyKoEjBYZiJJfZpJShow7h4cqzXHbmtVfDK6JBN,H4E1m9bUbG34V75j6exhtgGH6b49cJt2xYjMrFtGHf9E,77659.64,0.01
6w3XFTYijeyb1Xs2mi6Ljnuh7mLeRNTdhV3PnHsFA6TC,FoyTGXF3EizXDjs4xzaCtvGHzPWYjHwMHSoEfmJTA4sx,77198.20,0.01
jjpm2geC2KFF5Wb2qj6wK2YcaW9B5jZddgTS24nWzPw,7vZaEUB3smpVyY6KtGwNpvYZrRFbmaFxg1JUwxNoLMGr,76846.13,0.01
4Gxy1zVJt1vrvBibrDCT8WbyjXTj5q6J6hjbpv6xBUwZ,3hb242gPRNeatpqb9ZvdU66Dmbz7tYRkqPKgqZwEwUBq,76287.31,0.01
CU9eYMTVDvz6G7GtofjBLu5GA5UM78q7aDZb7ThWxvrB,8fZDHgGrjauCgvmicKvpiCQV34qjoLxWyAYRVxBUse5L,74033.55,0.01
FURkoWgXnotMzSay7JM5XbuQ3jR55uBQPTCcqZNHPnsc,GDfgFqRpyeoLDEQMBopQbKLy5FHz2moBrp7z175G4PQU,73046.66,0.01
5eqcZZ5nYpcbPCtFZTiexs9x139pftpKMMc6jqKTAvGJ,BwrDAWGwpbbPam5RZ4KauRqgGwRmpqa6KreGqX6ihFmn,72902.58,0.01
D4jNarmeYZnhRhxtHctiK2rQbWwtmNati9rrekRkWkvY,G6yJpw5R3G1BFMhKvUVp3gkxr16ZhHV26PVqfURMTs8h,72675.49,0.01
2CxG6tZUqT1jxytfSrbUCP3RMgEGoecUnNuByscDeFx7,6mYDLeayEuC5NxsqW9UcTLMuGyENEwRsPAvNmYfMUkjM,71217.67,0.01
57xjZVmn75rJtLmT5MyTJBuXoWn6FuSKkudb2PzswoD,Ee1fnQQfhvuiZ1u5aeTJodZS22KwygfjMT5kbdba79Jy,70092.74,0.01
A4nU9UQkgpRUdJ4hRRPNNhbvda1c2CJ85wShB2PmvVNe,2FrGxQbRzLhUqxqDtc48ExbfoqkGRELg86hZRPHsiSqD,69521.31,0.01
5Ep2X2Sp7xMKibnMfoNx6WAmRrxDgHxXEw2d6dgg6gtd,JC6HXVpnDcZUYq4WEyH3Fim8PDoxtzRtJEj4qZBjqN7k,69175.84,0.01
DaKCqaTjeghSRf9DfKTw2bVB6U8QTZhN4vXe4JVWpzpv,D3H862y1nhFvuHVBPq7QkfQh8SWD5XkQnctbpY677kwH,69055.20,0.01
DAEq1HYrVGeC52YSR6S9e739fUMFD2erG7TARErnzy4W,mEKDUhkrPrqVT6jyeQcoMwMzQ8p9aLpTEjnAJcai5A5,68981.85,0.01
Cby2dutHLgHSuyfm9kAWo5EiuLPZZyzE4cJDKnXKo7C6,4DxGW5ZN4GCUkyNbEBJuRqKfq7ajqHzjLLdVo1CUHdsf,67657.19,0.01
7HKPqU5bjq9U3hefED8NtYtfzYGWVA3Qkr63QM2xs6Mg,Fdxc6w4sCmqCJq71qx7qiphwvqghV51TtE9F12sWh2sB,67471.98,0.01
FjcrSVwiciWyjvY4tCAt9AbN4b5uSUqEwsyMH5JEfJHg,HzxBuppjnHmeHBfVhVRCcJtFU5PzCK4bMnPDBxSEzQ73,67449.30,0.01
Byv2LkBRmqur3GTWd3z2DezVzeprQ1PN13u6cH9aRnaL,9XKKadYJB9e946xG1R7xsevwLoWA2AJhyGoiMEcd7EFF,66185.84,0.01
8H4FYdH4hgCbPAqwF3QdTaPAH9AHofy3KXUJx5WscrdC,CdEXHHN57AWCgGWkW2YyGQwEzRuKr7PWdEtshQBnzZPG,65777.02,0.01
9KUCo3D6V2Kujg8RdHngFE1wJUHxxuV1jCv4zfqYMhAH,4B59KXRGNEKv8X1VQVGPqdWoGfZWifm5zJQJMTNdwTpS,65266.15,0.01
Htr6ZAiHcAL47pg7Em17ncMxkZ1gKLofUMfSEr15y3An,5B9JFAqhiUgkYzE4XFZAFr4bSqrTEDM4sX84CkGpNLgV,65244.19,0.01
6tEnxjkLp3gUPPd5JqWciaCahgm6rV79cbKWFxcxnF2u,3y2ZEMC6UbMhGVT5wRNryxVbiMmrsxwEGcPygYi91fq6,64235.41,0.01
7RkHqvgSekLwEPxprm9MC8dmtonZV2wmsrirpFwFXcGH,3gx3iUKHcbG8iQ2D2fLhGeXNmJdFhhpHeXCNbeohGwdV,63208.27,0.01
8nTAN8yjdwGXc9N5CfgQZsposAFMuKVsdjhPAQJEfbu3,GZ5gFUk5RJFKsZiyd8EzLBmUNMF6kL6aNanoem9XBEo3,63177.33,0.01
GCmrZb34owE7yCbUtqVzBhXCNT2m8zEwUhanX185Lczn,D9Tw1ZxMsqKcaUtHJTSFGzL85DqX5CVhnGGrZPU3BzN,62218.28,0.01
BUewrXwSQ8uRS1nY6rZprcY85A7tYjTAvD8KUszkNHcY,HJWADKdewMm7S3AUUKZErtbaRncNo1BgvnP23YfEa8Q2,62207.66,0.01
FPqwxyxne6XDJ5bX5EZPfRebH2JEz8uLndz2Wd6RVapL,9eWebQCejKynkJBcunkoUkvY1JeJJwxA77WWYK41AEyV,61346.84,0.01
EECjDKQjR769UW4okM7icKnEquYyd81kuQ8WQzvJiZkc,HT8LwwEu6aGGCgStaFWfFymW7tS3BifFbjmETom4tk91,61036.92,0.01
7DPdNhsW2HRtjHz6wNxj1GvMCNEhyWwMPszbZAu3G4Eg,66UUL6MaZvCtiJWLneWbUzRVgmfj2zdpqTzwoKFQjPQp,60246.39,0.01
8bP9o9fLSbJU5U981Zv1vt1YsdSyYJeVecs6xQqRzsaB,3tq4BSvratBrpzjvk4kppgBkQxJxAGAacbZmrY28u736,60192.61,0.01
4Y3FeA1PwBZkHQzZauMjeK3ksXxXVWUwntK2kNrftoZR,HcY91DeiALLqnNh7TeqcvTpzYGaGS1R7NkShvTZbw4Li,60058.58,0.01
3A8ZFMfZs4ny5B7QAeXUGapW8kShgvVy9Tis5LU9fR6k,DvhQ3BqhJuocwNyHq8g7fgF4aFD5EinRQ2kPrCTCwZY8,59844.96,0.01
2quefHBkiEsf5dmfQitDPc9yb5iJGSpBLXx3EwSSQ3Lb,FkK4YCUuCh7eG5f9TpZNSfad8eqGk4Vh9ZXUKrNb29fc,58613.02,0.01
8pQGRpQaLp7RTR6cE815VmpiDwi8RiEz2hYtVd4NoLmH,HdEsWmxb9a17aZegauVq8DtR61RByJKCVm5CFgkBTi1z,58470.19,0.01
F9J71ZHAK1iJprihgBSpHYnXYSd3VLS9EJwfid6iu1xg,AHUxpupQd8usV3oeQD28ihS3s6fzYj7qGK31HFVBorus,58108.48,0.01
Bb7Uus8sBfYfhoXxvY2iZ6FR7LqYf3tFKrV8xfFqCha3,GizV8bYDp1wL1giyoxXeaen6AdwAd9kfBTfUWAd6qJbt,58038.70,0.01
Fkr1m3pfBoLbBUsVxgjDMFCjYZZGKuFvX6TKsLbuHVpS,H8JuRVBkB5Vxoqvb7mY52yZtPHVj7jdXC5K63knttuTP,58021.16,0.01
C4BhRjbZYd7H2Np3wpSe3D6zgf6YMuMtxgpoUNs8XmWk,4TrWfwwVxuYpr3b38WoYL2cbtnj6E6DPC295Hqn7nHgv,57827.50,0.01
7xH5Srfdv1ybyfaKf7nnzyQssYEVvTx8SDymNXDG1b1C,EFEouJ1PPbUXmoi4DwKNmgAbLNJckx64QYVkivDC9DuL,57001.13,0.01
4pDXYEjHndHqPsaeKRLhVDuDTJs9N92fGffrNbwMcdQ1,CcznYKssR7CgZwetAq9iw1x1mu6wbfwii8avHM5MAEet,56558.47,0.01
5zwTkedHVmW43xnNZhV2zVASzD3Mn62TzWjJZ5u8T3kW,9Xy9DLjnuWDZLC6Fa4DmorCzeVuruVMpPZrmoBMr6n4c,56183.05,0.01
BYFf8PnHkfh2kJMcZ18P7bcxQ4pxcfysZNHj5C6XZSMH,6hhNRHgCr5CHvKfjiCVB1srexdMhpNYToFFMYmmyuZ5R,54127.14,0.01
EBStjYT9Ard1wTeDcFSD4spk2NcW8BSGYyModfUW2H8R,3BVwPDFnXprxvEwA56cgVZw4fPV8fVcJKoXVDE6ZaAsh,53587.52,0.01
sXUQFTn3f22Y1rpn6gwiEMuQdhUjVjo86EHm7XFJgCQ,CoiixcZjEnhTX56ZvFhE7WW5CjJWsNKud6Zv1UJ6w65J,53362.97,0.01
YZwpyz5s5d5Wo8iYzn5sb1qBETDuRZDNRsYmFK43LE1,87M1Cx4PvpzepX1YKgCeZViqsG8EM2JQgHxavXFFeyBx,53103.36,0.01
BA3GChjcpvWH875TGGN2kw17SVf2FgMHB5aVWiHQqGrx,8hGdgvkk5WUqF835FYWyrZv4TsbJ7etfte7rWZLTDer8,52937.47,0.01
DtYegWrocJYzGjmqfUEtPZaZSEBrnG39jpyukmUv5LgH,FEZsV5boCXo9VBvTYE1qLnBdjK4eerMX4LifXm9xBpmg,52617.31,0.01
2idfkPVPqpNQxqQnSbKtB9j7RLnt3YomAr2X7uX2pf68,HWdRWcfyVPrA2Nc9qG6DRBBk5J7QXGgfJ2inDkSurfqX,51915.27,0.01
HGK3vijrqYv6z5o98xXfbbXqizUGXM643gagDRZ5865J,7nhrgAFwNpnEfZteBAJxMqajs9B2biNyoMutPX7KzSjM,51803.85,0.01
AEKyMfFpPR89KyZK3C5iBAW4qjbznT9dsFrNbA5xAgV5,APYpCJWpy5VjfoKum15MXAhE6k1CE4mq5qAMg9KxUYsw,51066.23,0.01
ERrhbcjiuttTQsvmzu57TdKZFwLpQdEyj63NZwuvPvJ,Ax7nAfPWEHmjUXgQ2B3ZGTuZvzdtzoCYsioaAMwTQYhm,51011.68,0.01
624H61vsMXoFx3LJhzzRk4eG1dpUGBWBDQHLVUeneK9r,4QrZYHr54VVSchEedcHDJQb6dQT2aRMovExRihx6w3DW,50036.84,0.01
3cYAY7Jz1FmiR16Q5KjpuaM2fAapHvFiuBpzZPnWhNyy,41SC1L7s9vKKpEfz75HGSM6SF9FgZ7LwSjPybHEJRdAp,50000.00,0.01
3VyYEMPGB8DzV88qd4vEQ5vx9ea4oLNcDNddaJ8PESVm,32Sf4BQnCz3CeoxsPS7bk6mL6FJvLmhSD4DrETw9J3eu,49757.72,0.00
86YRBW7gD7qNPXjSvVzs3znHfWw23YQD9i6A6GYt3Hyn,4URPfAtdeCcFaTSu8iWCYh12pJv1TYMo5XWkWqLSy8Hx,49507.62,0.00
7Y1UUN9kq5s1aJH4Daebt8AMToBscKg6ePFSudKuGiVz,DPCEuycccZqJByFuF6FGMP5XbqHfCd8kU4gYhimkmj28,49315.36,0.00
UQPCg426z3qtE7mb2vhpxdi8BF9SK92EaEBqUtmv3Ew,BHo6hrvsUJM8L2Bw8BCZJsmdbFjtz9FFS4CWJCBqXCtP,48890.67,0.00
6oERDZ3XRfoq9V4gWEGQcM8oiAtPkYwApkgHGK6uWyYS,5D8a7sBEoLVVqojvBu2MDTTUidfjvgeJsgPSLdmWqynY,48520.86,0.00
77jEDx2kJ3xupV3ejTWPjxzgKNRTWzKxYbygfwGneBoJ,DWbMt7AGfsRNizKwe1ivKyMAj5ei2qXkNVwLWovuXF9w,48479.22,0.00
8W6qHaxbeV6W8qZ1Kopeugehmhrh8bAbvn582wBkSUat,E3YoMf4KVrYLvkSqpiESqxpjs8JTMEc1BeB1gV6eqJPi,48272.12,0.00
8GHwMemXLKVm6EqHwNXy95kLz3n7APvdp8uCrN9Z8AvA,C6LF65n5nb9QBwgy3xi36arHEiw33FPnqfuQxsGGHUrg,48094.21,0.00
H3fgfoBy2MG2aHVCmCpsorfP34idTJHNHkw7mBzuL45k,3siE7NLCjcYyL88wFkk8jp2pzbuhP3RCJFg13rSVvG4F,47860.53,0.00
8xMccNbHQWi568txGT2dSpmHuxWEqtkEi8QEyHMvnTEF,Ee2L2Yh7Za4JUx4HBJrqu6SyifJs873cBPGyZq21DnH8,47622.85,0.00
8PzHmv1RK71KQnCTegBvSMzHRwgVXYqjgNskwp65Rug,2Xej6JzuS75oKzk79EWRXAFpyBynnLb8yiGjeVDZdnbb,46817.49,0.00
CWUmQrbuUh2sRgq5AQuyXaWaqmUq3QPRXYokoQASSpKh,ChducGPdpobUzFpLd5vQggoMJa8avEf8dmzggyoKgGaA,46033.59,0.00
4ye1XTJ6mZjd9ZAtuMzGKeYFBqDYJiP8AKBBLTnnAofB,FhrRU7hfEQ4cKnKR6KTx5Dq8McbRcfNxFcQjDdk6a8dH,45980.80,0.00
BdreWkgNrdCVPSsP4RnwF1vCEg4UKgcvvdQQvDozHBVp,ArLSZfdS9pUYEjz1CxrxBWE8bP8ySU4j9WrcdjN65T3K,45948.82,0.00
33xQaSzrtTxogzzSSSRVGBLV7Wi7VNp2e2gV3Cqw9dE9,CTas7CcKCM9ENbei3sKy7eW9zgLikt8CGoi2nk7P9we6,45442.71,0.00
C1pPDWcYt8ZLZjufRZYmVEMiAxVxL3u2MKh8DtXMvs4w,4jP2gejhk36QhAoAgJoZrsbXW3xdn3jN7hFh7HmxNjCS,45164.63,0.00
Did2Q7UeEb5aQewgg3w6dynomHhKPS3k3DxGi9Qv38GP,AvCk47AecirD5AmViBZaHxmLPQAUWnndzeFS2irFdydo,44838.81,0.00
57aRPdsSfbD9oR8PnxdykirLaFC7XgVDNzU8SDS36UGm,HthYdhnLetA9LutDWTTJUnV56m2CgSxMVheJTJkVPctW,44716.72,0.00
4cZMdfjMQqqrGTXHYjWduLMjBLB23VVyeKza66B1knw7,BotXHnAoYyZMDkBTrjZ5gMDcFd5cbG3xfqitdLfUjTeK,44709.44,0.00
BF4LUVig9NLAwxqJpkuBU5upDpv5aPbSiN3cWVE5fetS,FQnYAVKLgfNSD6KBEjSHGszGGfgGrsNh2Qwd9CrvJAV,44062.81,0.00
DZccYusiqe9HEP7LFtwwTkY3GCjaXeh9K2Ub1ifgp2V,8HmGU32dNXDKNENuD8J57ABUpP4EDiCxf8sqcTCi2gMm,43989.37,0.00
DjNjRmjMBso49J7sfJKH1rSS8pEvBMJk6ABFX7tNABWH,2mLbfJv4mYDc5hzqzmRYq23vJdr5AyBhWiPFyV2gespJ,43589.89,0.00
CNACqhu86jRVndRrutYYngHZqU2jV4AqZVASDqNJS4ZD,J24tsmX3PoAk2wPaG7TXYMbDr6ptwCLC8XeptP7EgtLp,43493.66,0.00
AvtYDMnzMnoLYZDA21MnRhpLwF4wZg8xZopoDehNAxF4,HiDsxwYxFugRke91q1EkS7jDy3a2CsWfG25KobuiEfXn,42610.81,0.00
CXQSozB8KT3Bu732CVUNh26Aov1Fi9ptZ8NaStUbwvgW,C9XetJLQgVLW9RJ7h9uE6pnJxhXQhVNzFSsf8DXn2PUN,42492.13,0.00
FHvt5pMYG8ijRruksF1KvqcRfHLe3HKPFPPsuUuhvKZ5,FiDa45ZLvSaiTtKrFQXPR2dhqkcuNb2GAQTwWUy1gapm,42170.00,0.00
BqpEcRvoxLqzdVmay2Gg5buzPxhEUK3HfuSfAV7dw5se,88eWNkhNegSpWEobJMCGSdVZ2nB4j4hnxfRKvw34Pmt9,41656.98,0.00
BqTb2qWndwnstXrRNKkR4RmFjK2V2es7vFzc3YLppTCR,5Fq4pXVBnndUEbi9HkbpkoJt5mLYh8K2XJmDkCZJNkb6,41580.28,0.00
DFfHPDUJwp2e6CkTQH7CsLLmCo9ujw6SW9JArRuEzMWQ,GHi1GRZhYZrc2YFvmKQcAHf181SuRLn4qLE3W6TtHuf9,41342.35,0.00
7PBQ1P5u2LFxpzj4ivTtvWhTkuH9EHyj8ifasRzbiEZY,3KNMo9wVyC4eHoNtJMKefLJZhcTeKmPcqon49SxaQDQu,40755.07,0.00
ANjGSrEyrU9WpZo87uZMzgSRFQitznpjF2rYoDcv5Aev,Cz5TukjSHrxu29kUW2j7qgocoJeQM1w8HvkoxzQmFMPL,40499.93,0.00
6ivw93NF85C9pTvk8QRBPhiJbW3mziNF5St4BgrKUDwa,Dh6L6EcJXiiXpXwHwvUeT1uFpXdz5ApCAD8GYWa2RPkg,40438.70,0.00
CT1n5TJjC42g7Qvfb4VkwVdtN7RFRZVMEqoMtsh7CNb6,5gkfFNZG3H9W7wZRSd7ARmFepnUCwxXAm6Wxx8BYQK5y,40017.77,0.00
Aq6giq8wjGCG5RuM2crmWe1oerAPdTcVTFQ4MHQaEDKu,GthRmwQRSBxFbqXrZqYqyT2YWjVeevJkZqAk3g8aJ5gj,40000.00,0.00
7LpFnGTKzYys1b2jsU6WWG64h9eWQbfLCC4PPy2eTE9u,Bq6AfBjkfhMZCgU4ucoL8nFgM5iBnfKPemaUSzpdYW2T,39926.78,0.00
4pw3SaRRSw8X5iENVWmLiN9xxuQm1b8aisWqHAEWwk3o,5k1KNJ5kSg5BddimzuGyKjpBWNE1uUycKVKzB7jNiwZ,39781.52,0.00
7UBvvMoV4EF8Rp29vExPYG5QDFeVRxa4STerjwF49mUq,7UBEatqfFM1spJXZwQqsvUgLJLivnMGc9CEtqY1DBHhg,39777.27,0.00
BWSg2thnQMKsUq4XYg3FJ1vqx6o6pgU4N3Q157b9SHDP,35hMqubmGUwzg1CVRC3SLqy2y7cmXe6AnC6hyekF6vRp,39764.10,0.00
DifLr62U5v7rSyEFZUBTBuDCB6ZRRVuZhcyaQbsdMwvt,5XGQNNTb8oN8kfBXQ3TMPaA1WR5ykuiBCanT8zZTSMGA,39573.38,0.00
HLchtPTcXSaqNFPkE2nChCXFRUwbnVhj2TiqZgNFuPY2,GaDhuF9FXWMLhic7tNGCzyiYnG8Mk9RLhxq3svifsMXC,39341.85,0.00
4JFq41xgQiZWqiBQWdHHJxw5oD5Qr2mfZgdWa59a3rqa,BTSbyvzm68UXWrZvdvzLrmYqd2DTGGY4hUaPkT8RSngv,38885.83,0.00
EdugbJsbTos2tPenyt1H5Dv9Toct1kAxUnwpX7ybBG3t,HYc6ckAmUixDu7Jus1AaAYHUDJ2rrWCtCTuBDiQbCmAv,38850.45,0.00
81i3V33ET9tr1m7BZKb6aB4WR59DrZJC49JGx2b61cH1,AhMRrfYCq4HNCJ1QpVaXRUz7sn1WDRzuoeUmeFMjSTWn,38765.59,0.00
CiRDGXbbJc2q73pvVG1vmDzVRGsWPZnQxxQ6uczpL3dn,AvrnbSgXfXvcwAeee53nTKe6cUAQSfqkGz6Z1hKkyjJj,38076.54,0.00
reALTNCbJUgbrw6bg2kBbUsuW1cMEw2yMrxh1mwy1Gc,Dq5A7VPes9bberDr7bTpjnSFZ8MCKq88cvgYv6kH8Fxr,37928.13,0.00
3oeJk6V82LEgweBkE8Q7Xigdxj17n5i6SQAFChwqRZvc,JAyndZ2VL1biCpQPVWTq4SBw6Xfh3asp8nYqC1PMF4ja,37683.73,0.00
2E2Eoc3ubjn2AZNKKYKrUKtdr5gK9Ugv8HFhntHPLfZt,Bh4RhyrmfEqFMizNDvcF2CmGKKwS3X7hXP8ERtx8Dcgp,37619.37,0.00
2pqKYNTVCUihigiFRkhHBgGVPqvRd8p2zbXD7Ak9Hwn3,939eGBToSA1Hp8xC3zwbnY5oWNDxGqST3NVybzA29qB7,37511.06,0.00
5VdDxPLicUdVmhnCPcA6xRWBbSfYi7GKWgeX9u3Jpmy,3HJEEkMB534Fexq5K4Za56KvXgom3cL4iHJTJUnpwtA8,37314.50,0.00
4PTPc9QWfH5Y664jCFR8ZVPK5cr1aDN8yGizaCcr2TFP,5pYwMErbqp5MoCMbhbejBF2eqWR9cTEwe6atmy8HYXRP,37085.60,0.00
