Account,Token Account,Quantity,Percentage
4DaWdyWNxD7JHuiGPhVRUirPEVNNYRtFRLvXpNVsy8eU,GsRJ4Yv2Y49J2c85VHymxTz7kA17de4UTr7KD97aGSTM,5244.39,0.00
4Wp46KvoZn5dbdcjhmaY2ug41NEx1pwhHxrHVJSUYFrX,6yfM1HABFDFg3m7ktFpZ7bKrE9yCNLajz3DjoPCdzj33,5138.27,0.00
3NKgjtftpvAeJMb1h5WdpUzKcd9gy98BaV2tj9KKPKte,Dh92kNTZMqntsbKegcheYVrdwbTvt5z29Wk82yw6CWQ1,5129.80,0.00
5fvc12hz2RuQMMUtoEp9SsGTNeDVx62dmi6FKeXJ2dLp,B9BhJ9ban3ZRuXTVKchYV3MCKndpN3L4quzd8ETv54Gs,5122.00,0.00
4L6NPsvR5LiSNqRnRX8aJ9UxMLbkH5bTu7QU7SJHPwgT,9FEDYZHS4ssPVyyytzSc4xrTKYh3fRs7XwagvDv3RHNQ,5071.44,0.00
FwczjPyxXCtURpRktNbaMG1zN6q7Br31EshWx9aUKFj9,5jPqr6pphRKGvUsCzRSD23vjGuDUj9EG5fgK6Ss4QJzK,5040.29,0.00
4RimqMqEMZWiGsHNiSpQVCquHRwKjvraLiKdnty5zgC4,51ygea1NeBfmdoZTiYjnuJJGYKEYaYUqcPE7stu6M88K,5031.03,0.00
6CigR5rPFF1tk4rT3pMNDK2EpFTHEm61wiaKCzXwhMM1,3d6BC6LmhL7EL1bgxn7fDeuEg35GDKwqvFXKwEuWJjdz,5001.57,0.00
GEzof8NqhsyBrrVWreo7Hq2aDk1VDJqzxn5gTbjdKxNc,HSxtzLUrD8uQRvG3d7CUonDHCwG2NTSnkhpAB3sa1h2P,5000.00,0.00
3ngoZxc9br9BfMjm18va7rqTFvHGgWspVrZ4ENMa7JUQ,F2V1pZmaXXMYAAvDtZbWbxhQWLPwzcsq6r19RLghQnYA,5000.00,0.00
52rAE6aWg71myFF5XKkuSEsBjvP8sBT2U7rk82Hq8LEK,oqE9YVqYFzfJrqDnH6ktocsHpwfMyYB9Fe8yGjTEBcH,5000.00,0.00
BCYRW7N9ghRaeiPBJsj81FB6dtWv2dtA3NwikghrFXaW,8zz3vu31tmhKnLwr66ppbaoy7FYFzAveaxUqrDFnZijv,4965.68,0.00
Fe6GmRLXvPh6dKK7erYQY79RcnDguux7T7rXP5iREMJH,8gppjiT1jQ3Q2iDzMaGRJ93RzCN79aT6Gng3g48RcqnB,4940.98,0.00
GuGivLfNHgqHoMmcu77PxrRhLVLtj8RX5Q48PncbskNp,4VJEY9RCzqdCJgrJokUdu2oST2b66ux8SEnSFEoFgw1S,4922.60,0.00
HAahRFbiYm5DoCfUoP2f3aiFip8tHt9hjQUDRrQB4NH3,EqbHD7SKfVRS5RqS3nTgEMxHu7VtLWuMdGPxmC3W5id8,4901.55,0.00
69yhtoJR4JYPPABZcSNkzuqbaFbwHsCkja1sP1Q2aVT5,G8pcTqfLGbabNPN7kQ9gyRrGLnwyusVnhxVszto5qMDD,4764.99,0.00
8Q6uoR8Ld1RWc5MKYuWP1a35A8GWUqsbUeNbZt1t2rKr,91og7xk8r59dJHUo27nTHVRySbKCNTte8ZqvG9pqufYi,4762.17,0.00
45ruCyfdRkWpRNGEqWzjCiXRHkZs8WXCLQ67Pnpye7Hp,6pj94QjGJB8tFaWYyyGGEekKYPqGuptdQQVA695ytZrT,4746.98,0.00
HBVgsBdvQoCH2khRVT4Qb2GviQcEEt5VsbpHNbEx2XqM,B9R4BQa3kTB9Nog5upHQ8zfF7D6zjXeUaU5vJDqi1ksL,4694.22,0.00
HcuQFs2a9URYTeyQhr99cpFWc2iFnWvbJ5K92XVk1ufq,27ALVzrbBGc4qVxLNC1cMTttdjMsxMWg7erErYqrqpeT,4592.80,0.00
GXtd2izAiMJPwMEjfgTRH3d7k9mjn4Jq3JrWFv9gySYy,GXuZB5zPLEwp61Tv7LkwJApkWRj7tgtkEAwVbZ2kAP6r,4523.36,0.00
DZe6dEhg4tUtG2piZEQrpcWvGvjSFv1DRQvvB2ZgmKLq,Ex6UdhX7cS4s4h4ZmHrGjzvDXUbV4iznowwzdidQwMMq,4500.00,0.00
C5VMzoEDxWA527w941yaeJp1W5iuKAfYcghwQSpkXHug,6Y99EcU5GEYMg7Mysq1SBBFQgWJFyMBvBFzWTdc33HiG,4500.00,0.00
GP8StUXNYSZjPikyRsvkTbvRV1GBxMErb59cpeCJnDf1,HfJqJKCBCQR97ob541TbGk6z9Aoy3vfsikkeRBfTmeHz,4497.06,0.00
81uoQmt7RFVrPTRG1HVAgL2cLNurMq2Swqpw4eB2c21H,2Cn64zgVbSfjD6fv3D3iv1Pdhq8D9Cv3Q9KwHRgDsShS,4475.71,0.00
Ae5uWkF6XGgueZnTXdfLFpQRbiKajC5mcAYqMHJaJegC,7dm4zBdC5J8qd5oqvQDYk8ZWJ9VzJygN2q89MW5zAmZG,4475.59,0.00
EScdK9Tmvv3BBBYXCqBohpbZ6YCA9BkLHnkBV9ihU2wC,3CBDvUUprKnsfSSLyCguA1Xn6Rhxvw76W4AEYquUpqMh,4475.00,0.00
2qnnvvvBrZ5XKMypi4C92LE8NWTnY9Sp1kFqv1GpE5QW,Giump7STnpwRiNkLTd9TBUaJ14K7SFqtpwPmyfeu1SJS,4473.26,0.00
6LYofh2gJKyVaviBsq989Y1wL1XdsAzD5KYas4x9bJkD,4fZYPFZqPWd2vVK56r2G1sPCJ2jG5h9oWkjL5MtGiDQJ,4462.24,0.00
2tdynC9pjLkTGKLBeae8ELHzzbeYX1rXvYer66aTGCXW,Eym8uTjTDQiesYJHb4YSeDLM66XHrxPgj3kBCoXT4kxf,4441.28,0.00
G2ZzBRQC9Pv2q6kL47Zwm1YkV1Pt5kTaVwgyYyZGVshf,H9rtoFMBmAEXSCx18vPwA1xiW6VFk6hW5Tp4vU7Qnzmf,4340.31,0.00
4E28tsxBGJS6auqVLgb4KJhAJiu6kCgQM3d375zAeBzj,E6zDQeTicSfkDbUgMYUkCKbgeB19d1p1XYFenLTWspgo,4336.23,0.00
5RC741kMn3ct6eawXWtHihDAHp3BCob6QcdNn2Q5UpiA,GyiHVvrcGuWFmjVc3BCqh8m667mYZS774GXCSAr2K1hQ,4320.99,0.00
99wAcxtzmM8dwRsjn21EWr1jktTYSAcfs1cdkgqp4nhD,CjKh5gpcgoQrCxGSXm8nKocpCqcJ48ei8yJRucqsLCzi,4309.68,0.00
6KFVj2czLwNQeE4yBgFau6LHUS72vqgP11Sv1JUNxghz,14Ci7PUo7PZ8MNxQMS4ziWBMo1dUmvHCPGxpyico6mji,4264.71,0.00
CxJwWASkMoDdMzcYvp1hoBiMdBSwAMiPGJeGKW18Yw5D,CHp5KpCb636kkiMSJEk8H3qtjGjufg4b4x1KmNCFRBho,4260.64,0.00
64sqZv9Kz69o18vFzyNTm5NF7NBnA3E2DQcBWjiuVTkf,EAjXGidTX5xzibWXvK7hios4GqrsBkVqwub13EdFvniQ,4215.10,0.00
CXiCAzWdm3Y7V9hHUxpaoh3XHyi8s9NA7pAyym2haJNK,5RERjgF3t5PbFi6HzJMXJ7EQykKa5ULdx2iAVoUC6yLS,4197.85,0.00
6Ys4oRcPaztQqJG5eyNTEiVmPPWd28bnSpnKk5szTRfr,9TQR2nFnXSxvb6A5bXrJyhFQQB6W7GEkADHWgybVHBam,4177.85,0.00
9nnLbotNTcUhvbrsA6Mdkx45Sm82G35zo28AqUvjExn8,4BGPnATmAZYXRGHyc5k9GiigJmRwLEtJykttXaN28rNF,4143.77,0.00
j2chVSFtBMwvLRNnskH7yxD7f8nPRipCuiZ213ZGB1i,4UrKH8BUB4Jc4pmHVa1Xon2rS7YYvXEchjDXvAob9dqm,4143.12,0.00
j1oxqtEHFn7rUkdABJLmtVtz5fFmHFs4tCG3fWJnkHX,Fh7ZFMKQF15F49kLTZoCohZz5M9rtNDEN9APU4FJ99gG,4135.57,0.00
22y2HvLEFcJ3tzMofxgH9dk3DdDLh7zWW92jxa7q2N7p,ACQk8iiAzrXyPp68ZnnTJsJB27mrfHyzdcfF7XiFwLqj,4127.46,0.00
E1ekCWoJH5pR11cd6wmvRRbXqmweZgH5vGMyLt58GYcM,CAcqQs6bRjbB42YDrF1xHqdyFkNveo47xF7s8qo4QEs,4075.18,0.00
HRGDNbg9vUHoevabB7A7sBVmugsiKam7wW4ZTAHkr5q1,BwwYLfRSPGrdSUEEPHYnS3FByCxcaArdnGRTHKr16CgF,4054.90,0.00
9hRPmomAm9RMx5Y5tRmBLxPgQnBhtzfhZ2f3yJNPUBr5,FMZ1Lo2vgjYqD8DSKnkUS9yB5BQiLvehbRJH5ZmvwFvd,4043.42,0.00
HENHRUokw1RrRS5AixxUEjZxY8dVVDtJLQmVnsi7J2ZL,3EGrUBQTk3SguWqyvfcHH6T15UNNKToX3qiW33eMmtYG,4035.51,0.00
27yzvQaCT4HcZfQEL38y1HqUjepSbw4aVMNBgnSYSuaB,7PgGdjCBxTsjcCzQtZyS7pz1nfuDtgcZoKEZuajeUfxy,4018.82,0.00
EogfhBXiB2kY2pykP3kp7CaBpcgfieRkTjiXTZUqux8M,AWmfXdLFimwaveeRt1BzCs5xdLcPymgbWxmAGsZdTsUN,4000.00,0.00
2unJhq9WmoGoncWkkE1rhXfpL3ntk86Ypf6LApEWGMrU,8qUTkQdYi44HgyksW9bVwK57PgacsgVrF8w6Y6DctiZT,3989.76,0.00
AkTgH1uW6J6j6QHmFNGzZuZwwXaHQsPCpHUriED28tRj,B5qKRsPjUL4aRuUuqE1zrZsnm7w1oX7iaBZAwFuN2Mam,3976.50,0.00
7bXY351s8WnqSiGNNppmXW5aCe95kgQfchNUJHz7LD3e,6ohpu9L7Hn3GwNBWgaUiTGJKSd6vWy9s896sLTFspfnX,3972.92,0.00
FyTNUCnPF4jfQcXrrcPKvdrznaSmTWRAVexRy2GiMcgH,B9gVvaW61yjgmLJoqe45tKLNbBxwFE3ksgPHM76it2xe,3930.67,0.00
6wW5XoDXwiM4eFvwFdwU9yJXWuUSYPtWuuzUWokM7rg2,4R3Kxv8knGN87bkqBWxpT8u4ASohM4cYMUbRmjXfLR7D,3922.91,0.00
6LXutJvKUw8Q5ue2gCgKHQdAN4suWW8awzFVC6XCguFx,GPMNn3mjsPkLngLSvZmNS56URKMUKHPHi2iCgc7S3zDx,3915.43,0.00
FRGhPJbnnzHXgpNaemZUZfmW4XBLPNi6RjKUGqYgYQ1m,3dRqkb3wsmSxCkb76mWsBZff74XhnSdykT8Hz4UDR6BZ,3864.39,0.00
2RZ8PxrhJcAa9eMsHYvmTWiEnyPFcW17KwoFwBsXHrJu,5FBMyy6bXH5LgarCxbz2r9RQNqAQAq5bcSGJ2xLCP9qJ,3820.12,0.00
DReECnkoB7GLKuAFVpaZzqGuPQmkj9vpT8ekh3mmGpsT,GBoe9TN9weQwWW67RwWich2oc9x3KmSvE1hECMG37LHb,3767.79,0.00
BNAwjo81VrX489wp1vXmgB52jAt7L8greARH5WkGuewL,CdAu6rDBnW8pn1SNQFfodbL4k5s8QV59GrYTmWYhHE5b,3765.57,0.00
Ewk81vQ3zbDzRQshrQS4P8uRujaNhmozkG4y3zkW3ZAz,8Ehm51oDtG36Ayi47evZyAv3jBgr9cCXsaEP4Se7iQAp,3756.97,0.00
9r6F7dhh4Cza29tvd6uznJ6PzPy6BrqaNCoJR3vQc43a,8LDcDfgHAqnWeQgkD62AK4gs18UtjvYYHpoSPet3JXrp,3753.19,0.00
GhQ47xLQwvkL9SYAdKQ6pHEBHvtNk9Wjgy36mSEDRqcN,ZUucrYezqZ7VqvPg9dfcFQpR1Vct2JsPhi3csSJ6PML,3739.77,0.00
5SEpbdjFK5FxwTvfsGMXVQTD2v4M2c5tyRTxhdsPkgDw,EQYKub8aE1t6rYUpfyiD38CxSvBACJ41YbJ6NX3rKKB6,3718.88,0.00
FMLExEVM5s4iaaUkJau65wKGa9HVBMkECawg6vxHZ1zg,HosYMbhznCp3ZxiDrmMnpRTMzkXqkrTVW6Ur3pc48yod,3666.20,0.00
ECepV66xoKqA9dyGK2GqkB1w1qcuHK5FhVsfWLZQ7doU,DVvRzWtUVR4oyso8c7dzggK2VAgpy4qGmkNXV72ZoGxj,3662.39,0.00
9eRST8wkCwvw6pCYdXsSKQVg4TV5vGGUYwuPsz9QxVPg,B7FrnCaWrzfMJHAt3FHWrXxubX4A66P7q1aqZQGPWYLL,3659.51,0.00
J8aymKAujmb4wD9HCU7ek25BUY4BFxfKGRcbUw6md1a2,72gjpip5jzn3fS8yZ8c5coy4QFyyHaKXQ5iK5QoeuaG1,3651.82,0.00
AEzn8yQTG3RqcVyWZS45dD69t8UQDK5XX8z7zwVnVjf5,24qhWXjEc5dwu9QZW1wDtDBMW8DweUqFkqcYBWhBSAg8,3627.99,0.00
6AdVrKz9nRSXXFe8vyvnMGkTFPHQjw1jJCdzh7aeaBYu,5vfd2keSdSUfSnGWWoSzjVc6fVnEQJtktUtgR3NDFAcQ,3624.15,0.00
GhqCv7bxgLMcY6SLLeZ2JSyuf4ejtrycvLf4U5T2XuCi,2uSqjsPfEyFQNVvGiPgTUCf4Qa5rnNKizqJjJb1Evi2t,3622.30,0.00
8psNvWTrdNTiVRNzAgsou9kETXNJm2SXZyaKuJraVRtf,TcdZFj2eXGgJ7YNLaRrfM3cgzqYS4dhpMow6LGxECLD,3588.02,0.00
6Hym5WMAtZ5NHnxDi25QeCfxA9uqFTRQQpuSGP5QND8Q,MqtDzkVrQzvbwZ4BvdTmZtVfDWpYT4moeo1amZMnWiw,3582.10,0.00
A5hQ3zG6LGyGbVj4YdnM3kKvTRdD9rMnBbGhickXw1j7,CbikpZqJscREqnxYy4dkwFNtFKBhzW4oh6EWXim7oFzN,3553.29,0.00
23KHCeHmc3AVn8KyqCn1rgKKaC9q1NfKDByaHBR6dZrH,G95bGb5qP6pgFMKb1cQMMogrXtCwXjqSHEVtX1onmXWW,3516.19,0.00
oHjzDJFrWHfo4Ub9ZchL4kyQLs3vto5CxnwJmFqWacz,7ynBFWmuVXwDPhxFHCivvi5YzPMVKLAqonH6DrrkkCyo,3512.78,0.00
7haKQvfPenzKJGXw47uH28tFRHvhCFWdxhR8oC9jzsVM,9F9w1eF8YofqX48bG8NaXHXtAXMFuoE8mu2MxqFzVdYi,3500.00,0.00
6Vh6zd1UELF1RoVsFXcmzUfo4TkXHDZxZ6M9mv2M4cG8,FTtN1WewcXinsYHVhQmuCzW23YiDMp1um6yS7dc8mzFv,3459.63,0.00
3fswhKrXi5mehtGsWXbseMyM1utVH3yMsQxvK2Eb3gcJ,EpF6RqZJBZLgF9jTtBX7JaWhACfNqZX2GuWFHfvmayYg,3446.43,0.00
86wUbvD7kYNqPt9nJrrz3V2G7SYy4vAxNj8Wa2PRimSb,BXX7nYixQuL4fyNivfdWZgpWjk1y9RPPr1W7sVWE5FeS,3433.39,0.00
EYqmgxhHtLmeULSd8vV9mtLTbabr2pPrHbWngnePuo96,6RwsVtPz2V8Q1cZBjhmv8WcRAyLAvy4WUUsRKFRGWgnc,3430.67,0.00
CDkCqEEars9Z8h5GoNAXTYKEo7bnTJnPzA2ZG5oCoByq,EMq4Bj2zp1WPjPuXiHYkr9cTxfz6mucQRazgZUrNg6tp,3422.28,0.00
9oGmRsGTtCnMrouhKaoD1xXu5Z5PRwTfUXLsy57M9K7J,81H2CooEpBmMQKoNTaLJ6HMw9wKSB3v68vnrN8DSy3n7,3412.73,0.00
BpWBo31mjAHH5zuAGD1Bcy9rJBMbehUVTGJyR3mUb41g,3H2RTvrKNdRhWDtncdjD8Z9gBjCPWNYpB42vx7D3oMJA,3366.58,0.00
6vzrfsXrDwQL3J9ezm13x7LtnBQm8ANRHsBi7K38Anr8,DH1UB6bD61AFdmRQWHJWY5Egr1CLJYAe69vDZWtpS5DM,3346.05,0.00
EN2mqiumG8bxdBUnuoiED2LH6qMe1U1Xfj3Z7uJj8cM4,3WPo2rGnc6WRTkh5MSeJEZus8JFyb4BGDSV2yoEnxu9b,3326.75,0.00
8ghkSZH5qQDmBFcmP6i14JWVoySaDAWXN461qEmmeJ8U,6i5tRL3DvhfyJCewdNnN9SyBFvdujN9FzjmPvcKdkKEf,3314.79,0.00
2bWnaD9U88v8r2PiPzHSdiVcBoSUDvBXGmtDZTKyJu4q,LvWuHT9Pg2FPmVZ4CZZtc7SHHrQ2ZK7hwHiSfW67sKS,3312.55,0.00
CpoD6tWAsMDeyvVG2q2rD1JbDY6d4AujnvAn2NdrhZV2,4B2QsAnUecaiCgVu5ZcBmBc6pogfVe8SkJ7eoEmNWjBD,3303.84,0.00
7exedc2fVgpMWg3Wx9CfdJAUrD11cZ7NnL2b6eWhbaQQ,99fN1fRBEVvbR75bnNQaPjgRYMsSaHJkuAyRaMpMmCFv,3275.74,0.00
GGztQqQ6pCPaJQnNpXBgELr5cs3WwDakRbh1iEMzjgSJ,J9DvhGpWFEwCFp6SEumBjLXYq4yeW4P4rbdtkpvPKKbH,3228.67,0.00
HRXd37MWNXmz1JUxQxhST5kqxae8jZfE997u36Yds2Sr,Ee2WJzUx2kQPjfrFvM2TzwsbZJnGxT3b2pDBsu7Dn738,3223.86,0.00
FgZTekHFsFWRGz38n37spaTVdwFUVdK6TR6fXmY8er1q,Ahnw3GvnrCxPjnoYR5gUPzuJVp47uWbyaK7b2EZaDywp,3172.63,0.00
J5UJ2SKAApgcD1tGL74m9gNCqnNn6cqLQpx3qvQQLrQE,2ADKcY9P6KoAzQ5maBEsnBF6bV6esXz7FstjhFgNp6Ms,3149.48,0.00
BYH8VdozpCvV2d2WkbUudbpGFQ6AGnThvkEs2W9BqJuw,2FZwubGySetjKyESECKkRhghBS5TC31Ky3qX79ba7UkG,3134.96,0.00
47fXeEEUKeww5fXqUhnenNnpA1dL2fk1eJEpSXfursvU,81jingWnY5rRRAZsk9T5XkJjTTDGeZ6nSCbtDsAyeK2P,3133.75,0.00
65NkXZFFdv9uEskqQUaRm6hGqPzteXU6BrcN3o8HPged,5cnALkLy3SvFtvU1TmF8uHoTnSz1QpbyGfZhV6QcR6Vq,3120.57,0.00
GpCNRqhfQk1NYosZkN9AGbXXBMnHdq2Ze94DmXsYNpMW,5i1zTiQitwvpWif3kr1TLc3wbkUYKDBaK56C6sTWBhuQ,3098.30,0.00
FJ6zMP67Y2o2yYpaeh2QS3vEuZR5iuqgzbvjMfXK8wew,E67HV4c57h9RDcSp6dsD3BSouuvkZmdTSobW9Ts1FWep,3081.49,0.00
Bbv8Z2Lc36g6QWhzhrmmZrZ7K3ndj59KksGFwbEsrtwz,2DgfsJowV6PdXs8ZfCTMguMPTxFNWYJYGXjx8HbnYHFt,3041.36,0.00
3JZgngk56Ng1fH79dyWGv84B2kWqrXY4XiMhDtAubdtS,GPRW5aAGqbsawRRnmRTRJoyFCL7Wz32rspvmHtZkAo5d,3040.77,0.00
qdupbcHPHBiRQ9QcRYGYfJM8jvsgp9xQaxNT541dxbZ,GEQjUUgAG7MbPMCnXCydxhzwmXvsaLALfHZHFHoJQYoV,3021.74,0.00
AvyYo7ukPW5aVEcp3RvaivL63kwRKXKQjqDuiesQC9pa,D96Cffswgvjmbg1rGWxEVR2WrYLyTtNVV95UTrwSXyS1,3011.62,0.00
H4wB4Dqo5CAApR8rtiCDi6oCuqpoeQqhbcbv5DqQjpbG,9iyaP1CdM6jXkuKkD1t3E8mZS2SrACVmR47KPydTFH4q,3000.00,0.00
EgVGXJDDyVKNvFdYDT2GvXf8VazR1c3Ewi1XtJZfkbxK,6HQL43dkihJ4MzPxx4BAVDhbtrePB4GaFzRbPgmjwA1U,3000.00,0.00
8DXPAa2cwjr1yA4hsFsBNYQ5RDjPKtbmqZLkxNSTKtyp,HiAtR9j87x19d8FGPeX8zVfLXFVDdQd9BoVDDFQs5pVF,2999.79,0.00
3LoAYHuSd7Gh8d7RTFnhvYtiTiefdZ5ByamU42vkzd76,2wYHYAqdfzTL5Hywp6TScpWmPtzk382EfzkWbMrGYkCp,2987.44,0.00
CBY69bscDLMKSSmd1ERNH68ZWHtutWQtqgVRjsrf2yyD,5ixBDed5rdMQAxqLGxfT5PSLckFFmrQes5EW3m77uQQa,2926.35,0.00
BfadTomQHE93JzrBwJQavcTgdYQTQiCYxnrPcXdaqL8K,Bc5ZB1G3xzJaFSg59FJGmi6S2vu2PLun57KnAhEd2ecv,2918.85,0.00
EMLDw3HdLxUdqkgohuY6zEqujhxo4oomcgoh6yCLxLAR,FLsXjNYgfTeziRwVQTfA2ybgsUHa656TYBu4M2YLM6V1,2910.56,0.00
CfeEPkAFAxWaaN2i8oxvjkLVb54ZLbZ3cW5rjdBX9u77,9xKRxdNLWQNpXyYFbUnxnrVgkmELGUci93CPJ9LDWHQW,2857.56,0.00
B2cSmDVhpjWvXLT27fURBJZciHNE941MaAbWvzqPBQVf,CpBArzpAyX1M57n3ZmCAPcrgbm7nrZ7WcvktdvfDjWrT,2832.24,0.00
8QZYt5mBzeAZ2ghe1B6zhC2WSUZVjA2ZJ9YM47wwsmHL,5WKTrAYYkE6NGG9HE1yTJrWaXdobMq2LmkezhRHiyiJV,2817.31,0.00
2MFoS3MPtvyQ4Wh4M9pdfPjz6UhVoNbFbGJAskCPCj3h,CgMz9whAi9ze7A8FrpdAoKbH952i9c6ZEaM57gfebxVa,2812.38,0.00
Hic57dfs2wV5V6FbcaNbBKuJ12AgAuxC7cV4ap24XoUM,ChtroLcosStMB2kNV2yHRZv8oHhiZAg1Z55ZXAVCuPR8,2791.12,0.00
51N5Nux4qhokGNzoytqSTmPquUYLbaqtB1mVwDHtzmB7,DgTx7WhBfL75WTrCPzod8cQYXEjZGAh7Kcz8gMqXtMqd,2772.18,0.00
5dmfptiao3hGdhNF696tydoCKoqTc24uuNw5nxc3wgoT,A1eKYfK966wZCJPmJX3ue2vCoMQMM9yx6cAosv1iWUWx,2745.01,0.00
A4ZFghtKTSbTSdCJLm8dodkKyWjiKobj5XmvS5rqxp4Y,HdF6kyBiKfFd6DiSTGwCiJTRnDMemrg4w16Hxwk1He59,2719.82,0.00
2CkUhxNcbUCvGePGDVEJVy6N8Yc683n9hyj5wPbQ98i2,6EehwN5HRTnB2Mo5KUW83aCjharXbbE24BiDPxq866oo,2706.31,0.00
2rbMgYvzAb3xDk6vXrzKkY3VwsmyDZsJTkvB3JJYsRzA,4JMwMyzwokZsjKGoZNzuAx2Wp9oqarzRvVsgCxxoHuKy,2690.80,0.00
BK4sfiEwUP4DKo5LdDNkxw1t7FBsPegnDkL5EBzCoBC6,CLkRRVgAKbkjZmjCvJJhdYgn2up72f3NWTSCFhhrvLUj,2669.00,0.00
6JHCKWF1q69wvia2wTMXL4WTx1ETUM4z3R6YYqUR8V3q,GMqeLpzZ1m2jxEF1gXmjGsWBSRnzXZwpMUZAHLcD2VmA,2659.77,0.00
6fgwnRJtDfzktCHgLeHpLSntpzmMjhk5oT6Ce4Koj6an,BzHYV6JKYU9qVyjJjdoxW756muHjjqzwTgWKEQfiDYTz,2624.81,0.00
B3K9MuYbGDCKBZBJfBWe5nc9djJ7dhrJmhNdWTz1xFvj,EhE1pe7idG32JcnSYATGxqDHykiaSANT3NcWDaSuiVnz,2594.54,0.00
2kCAFw81rKR1csK6FG3DGoue5s3tiRZDhAfwCBNxAon1,22Anx6b2oAhiJNbZ3YE3LDbSBf1au8RTgrHveTvhVzjN,2578.00,0.00
9NceqZY6VHmvLvK8MnEGUuLAhLh4YUfjAKHK3K8fQAm8,7AQ7ovoxzJDq8wavzbe5eTopJXP7bxdZmMU45Hq7iphx,2577.69,0.00
EAvskVtsYMfEmNrhU2hPxS8ZDzjibPgxTH4wqdSiJJX6,FCn7MujdUJxsJX32PCewe5iU2MeFkGN7TQBDXzw4KrM,2575.83,0.00
79AtUFjYemR8bEV4hKS5od29rKPKsusqp66C7pgHUbbR,7XNMXJmSstYKDvyEPYKtkFwZTXVxAgknkokbibxqzFNT,2563.60,0.00
3Do6mqVFga1vXpcwYWFUkoeCMMhdYSfWLnXXTvzf8ENf,9zWqPYxztszMnay5rNpTAGYoj9Ur7zngLCzsgUTRNkzN,2559.25,0.00
AUnF6ELXb4cocurAVThcZT5KTEuQYmSjM3NZcTrkhmdY,2NrkHcf64Ezff3r9gr6qFA5eoxr2ox3Ng4bgpP1gMSfu,2508.45,0.00
AgWCv5i4TdPs9MR8eb8qcyLC1BWPkoxo8s8c1vhJTaoQ,Gdu2UjsWTEUL5nSAk9wAayyaS8Hh8zrRQVM53UJot2Td,2506.36,0.00
BQ8usoafJbmfT5n5s7WtFYfh5pkTyNrBUTsaM7sLFvdP,GV7wEds2HSfcEhsGvZc8QxfyvPemdGBha8A5AjZfpVnh,2442.13,0.00
61HLNh5zsQEaqrWDAoLDgmjQC7xXeC7stF7wCqFFnj37,64yBGjDX9BTWaQPyjeo4f5QTVwuPH8WoAdqeTVrBsWtp,2404.86,0.00
96ftHXxHfti5ryzFFEAjMNoXLq4dwjPGFj1fg2wMWeW1,GEb1ZjiVHQRX8T7x99kKXncps916FKJmefCPPkWG33h,2397.64,0.00
9MpaTMVEaUKpxzoeGiWLJYVXJrGrMDKFsRM8GEFysdAi,8qUqT4WmUhM2CE8Ln4jD7Le6AD4zPqcgePKK78eqrUj,2384.17,0.00
3GesMbpPB5QjKmcyCE5n8dBRukayzdGES392WN48qtQz,BrGBrrcWc88Kxh13cJTaSGHqrkfkdsPRVuc9XfKjkATv,2351.66,0.00
3T8NHitZeaKxmCvfuS9uSNPVWGNkDi9wPRhPLH8RRDoT,8q7uhfCFwortZrdb9nUJbgYQeoTTJj4rCnyGHfUQmZUJ,2342.89,0.00
EWrjjd3dSsuv9CKMM8m2KHdRtBc571iWw8nJsJ63iCKx,HJUj48mUjd9VJ2eFHgPJnMDTEkKB9euagkznF6vVQLS6,2318.10,0.00
FCRqfxHGvYaCB94NZ6LtrsP6p65kQqpGc5S3hJMdzeJh,H4mXrCk23YH8oDGSGzzWXmEyiHap3B7f4cgSnaEq45qL,2317.48,0.00
7o6SNXWYjYuwLRVPJ1n1KMSpHFeH8vjRSpMwm4qMnQ6i,HUR61jMhj9Kkq6AbQQNtujBVQoJUoYbYMWPUqBBUVz4K,2199.82,0.00
3zjYwm7aWm7AEXcdgfPd6EYiJeHKeEFC9S7pojjSghU4,2BKw5jcBVBP6j8NxRQqGGw1WvCaAcHa3VGuZRrpcVT3v,2189.00,0.00
31MAfuhLqFrF8vr8HSpvAqRkKfYXRgEWcwe6kBmiqwsU,HQDujStycugbGfHeFmDSnSjZgSCX9X5kjSs4X2iBG5tP,2160.38,0.00
2nJcRinwK57TbCP2Zwf5WdEvEMtx6foXEKZAXbNhnicN,HaeZwekTKo6jAHfF9owu8LPjQzyUkUGSeHL8VQ2bZXHE,2154.84,0.00
5a26vj3aUenuQUBsCFUyxxNV47mRoRw9R3snnGDB5czt,axDiBW2MunSracjWPVVTitnfivMaMF3PsKhC6FHQefE,2154.84,0.00
BSfqkm1jFChBEQheJzpzjALGqLTrB7yovYdsTgxVvPkn,4y1DPMWMwhmimQNYNEE4GacLwp97XauwDBQGhhRbX6Tm,2151.77,0.00
CVugEFqiRdBHm3egmRR2DGpAVLB3heuUR99kg7APdUVJ,J89ynQ9LqEBVy6MWW7zsXzvehuv5UUV9ooQP5Wz1NUNm,2136.12,0.00
8w3F6JPHXorfPbfCRXoh1XQ3CQs9G5S6h7eKAYmk6J3m,XDn4UexRA6jf5TjoVsN3pAQT9X8UNJ5aCL3rZ4hpuje,2129.66,0.00
BeNHnzHUDXgJdBEJJ1vCV8sQt4ZgWS5dx8HiXVzKcJbb,5VTQwUGAV5uuZ1UnGJ2CZUMYiFPNVA6wfG6ZgpyYDMAh,2124.60,0.00
