Account,Token Account,Quantity,AIRDROP
7Pjg5qKn854BbFBqQvZvTWo44wRLG3NaMYeYPL4t5f3c,J7SKwQCjochWrmjzj2NKNY1kaGJvfnHiBuf1Bgi4qgQw,11577.64,115776.4
GWLowLYRyZi9x5RkqxcCmmGjRx8GXPxfT2GvYdGYQLFi,GJ1cjLp5ACGzwvymCqcABAiaNWV7rFuQmqryAvxYXRCj,11544.62,115446.2
CTgympSD3hkBhH2XYWfGCigrFh3ZHAvnxwAfm7nCbExY,4WVcXA3pxXDhURrWkNTovi74ji1zLg8YM82rZuQB6sqc,11484.32,114843.2
HFCeayKk3kMXMKzPHUpGUiSBoJ7xE9qAy5we8CiKF67G,HC31pK2XyG7XbzhtZSHXk8vqsqH4QT36pfdmotDJBNq1,11322.46,113224.6
Hum8kcnb2xMEcfXV3Rfm3SgNTQy991DBUUzy2gLtHCQd,BJncUsyb6mmHPjSAaeqzAB5zKG932oHsLaZrC4S1usMw,11291.06,112910.6
81uoQmt7RFVrPTRG1HVAgL2cLNurMq2Swqpw4eB2c21H,2Cn64zgVbSfjD6fv3D3iv1Pdhq8D9Cv3Q9KwHRgDsShS,11215.67,112156.7
3SAAo6ohwLr38yUQ4fnc3Zmi8GeC2pg1cxL3YeCnmEzY,7bhkyDboXgXKV9azFwk1NvTS1Xgqhmz7GZwANsiVBu1i,11164.99,111649.9
9wev364XCvZVa2csUZKqemY2jUcT74mvEc7ngb5Y7hAP,2aCS6DaJnci2orkU2bJjfAeyBZ5hkcWYrkvrnC6pZQxz,11149.36,111493.6
BvCsYrpfg9sxuC7UPE4NbYPBDAHqc7swN2PV2u1qFpSB,FvaT794Hjmjv3ie5tycjfWQR7gaW27yTnnrLtYu2hcDi,11086.96,110869.6
945QLYdsZxNbM1xmizKnxge76oy6Z6V1WE4CtqCpWG45,4tYqWwbjQCnY2cu4hFwLnBXFheUVTHqi6LbRnrfW6kAL,11000,110000
HPfaT8DzyZBvy62UffZ3qJpUCVCg6TdTvTwfRt1WQAgp,A5HQFr7dUwyoQYbu8wG5dAH8UHsysZNdtfXJNpk4jL5M,10968.7,109687
AjSy5JZnRx68EK3nzZFyRuH82e9HQ3bwZxKF8s8L6xC3,8jWvhDH8tccgYNRUL99MUizu2zC6WADiPuB1ctjuJUWw,10774.98,107749.8
kjdwqUbo2Ute1PFqeLc6qsyMzmacSAEdELkpSBx28LJ,EVeaufyT3NPvyi6jQeBjzY9p2oK43WvVPT3r6JYrLy1R,10706.21,107062.1
6Y74nr58gq9gojhdKpWs9U2Vm4E5R9bqbji5VZFJjdfi,J26wfQuDHwZ3fsN7yzS5MAzcv4VdA3KvnYkAzdzYNUs2,10701.18,107011.8
D6cUK4B1nBRX8zWb7f9DpTK85a4Qo6J2uLi7YNNJiYjd,F8JnkCGxAC86MciccUUbq9LGag4UaHiRuRBpcjGDtQY3,10557.11,105571.1
3VeFK1vHahuEd8ELqw5SHwRoQ1Nrwf9nrUsdtB9brYZ6,EdTL44ozhTAmtXf1nLBvjPX3Tk9YTKu5WaH1Ag3c9NiG,10520.16,105201.6
EWHHjG8rxCDW9uyv1fPwmXdGH1sofVZtfFefED1aS8Us,Aims2iQt5Bs7BbrnwDMiKv2YfdwUjHM3nKsvWqjurs27,10413.51,104135.1
EuKo8Yiauv4hzYq9yqDUSkGBWhQEnP3GXPtEZUguVT7e,8JBZ6LBKgJR4jVsBeMAEE7WWaNhkk5Kd2DtqZQkMBc4e,10325,103250
DaKCqaTjeghSRf9DfKTw2bVB6U8QTZhN4vXe4JVWpzpv,D3H862y1nhFvuHVBPq7QkfQh8SWD5XkQnctbpY677kwH,10321.71,103217.1
DjcAkc2DRpojWS4CgpeoPk7HKfu5AozcMoa3YvphhjKX,DUNWF83KaBxq799RKvPvKKAEGU8Zrmhj8h6ApWyjpHNF,10266.8,102668
9vduBxBZcudXtp1Z73j71eqGB3ZYehgAr8v6A3NuXsHD,Ac9XaHuipxGx53LxcgYxDoEB2Utya6hZDfvrEWXSZqws,10173.97,101739.7
G6sc3k3zZAL1JDin2sU2MnD6scJbi1givayV3F4iFhm9,8jLd2A9Fg8SBvkmpDd82VaCPbSiNiYqKZN4HXFFnWtXP,10146.38,101463.8
7ABb1RNBRBPWAMXAmUMocWJ5Krp23egC3WxyBoZ5xUmf,HVxxUagY2hsKWNpjPpLYWmrZg8kwZG8RezMMyyeH2hoK,10072.61,100726.1
GaYo4ve6vMXCNg4NMrxvTtWR28hACu5Kym7Et881DMfU,GP2YJHYdK6aaytFtKGgHjNqi963fQe3DEi4tkctMXb1W,10064.68,100646.8
7uQnRnDrtpMhmYvtHxgFjogQ7wC5sEyCMnazxVdGxhXo,6zaQZvp5LiGVfg3bnmi5Pzm1uhXVfhXEnA79PEonwop7,10001.63,100016.3
EX6osNXvhA3yFfaJg2yDqzXnmGnsZEuk4dvoz4uhex7P,GzD1oz55GpumTNzc7BnSjowb8ycqaqudgchR96hvgfhf,9976.01,99760.1
5dLn9aa1neTyGjL6W6s9pETwTEN7mU8CH3N8dCQvyQj7,FNiAjS4NE2txkwvAXNtTZchHp1UdAtJhgs6vWhS49dfb,9967.04,99670.4
Quc8p1jsGFDij65S66YAp6CadEdCFADDEaDvszKbrPY,7iPmjutGDyLubszC36uoy8kMN1k5vGsXWdb1yLCsc3ME,9849.87,98498.7
9U5CPzCFVh7dUkxikfeEVC12RYga4LcEV6xhYi31AAAP,LVrggwaPXt5xuMiX1S3iAgLA1PVWkSStZEStTpYwbWn,9761.65,97616.5
4PxwsuQKQzUuSwifLBSmrd4Z5w2hjFqTZpXDvnSZBPEN,E3WHDa5Y1dg1pm61YuhubxYu3rMHBDWiMdHWiyQzmRuJ,9758.4,97584
7FauBs5A28h5jGJJVHcgsUZW8epNXWKrXtAeSCEUBbS4,RTHGUySehMD3AE8TQ8iqkx6F1RATVUv8WW4jYzfrcK7,9699.03,96990.3
9HsvEbERDgpCY81biFDjazafQDmCqK16trW5GiCTY9J1,DjhugHmoLVuJQx6Ehd8smhaVaS4FoyrseNDS2fG24Udb,9678.15,96781.5
JDEnioBYg4fPgw2LjEo7kw87Y7TsD7Jw6WjkkeYV1u8S,H5MsKydN1SD3GZ7ziASvR1ytXUjhEnSLcjUELUH14RFF,9678.15,96781.5
8KwG1YWsXYe8UCHMe8tdzbgzsg7PHgyNNp2N947ARTXF,9ZFN13NMnibx54vkntinm4dUJF9FySCxiGDC2vb1Dq2c,9455.39,94553.9
6a18m6Mc7M2S31K9hfUNGz6ihzaJFR6rnb5LQCqzmt6V,8WJL83DjToF8ZNowf7sS5k98G84a3hX84EMqAKM1ypMF,9392.45,93924.5
J8W2NjZreohVomU8wgA8Z36r97ECJQ4P6PKtJJmfMUt8,97DiRioLmboiiipZuUQn2x4s4SMtGBEAwMn6aDfhQLcu,9325.85,93258.5
Z51iqMuszpZWH7WFLdNw7dP8DpXurYGoYinwH7G3wJR,6au52dnkzrjxcmPE35ohVXE7qE43k7WYnLYgg6VfrrYV,9226.97,92269.7
2Cg3Qar7HGrZiCHSzk1UC2aGLDSJ7Xs76q7LEEJeJdLC,J4ZHEXF6BXEHArU6XJhBswYTTw3nC79NpzTcEDkapTkh,9020.55,90205.5
CiAGL4jxswyM44EWHpo2UTmjDeLVgHZ8QYQQrnDcU6L8,EyiZgvJor9XRhXNckNxwCfHw4jJaSCtwoq72DJYddPJV,9000.1,90001
E92Cn6hoiDh36NFmLGoQFZgFUqwnpLoZaJNATat76Buo,9a96AGcZXo9pCZKL3rP99FhXnNe5WniegxycgCA3QRdJ,9000,90000
FcvqCu7PB6QvBsPTvKsKMDwWoBUMqxoWaEbav1GLrGkq,ACCYcihMwhb2LmJNYtaYzpYs16p7ievxFkeL727UtZNQ,9000,90000
9fSbykFzzn6gcSQ7TvMUk7qbCH1WESAqZefnGLD9W5Ct,BhauxEQhpTjjoWznkogrBsga17KgG7jd9DKWxT547FCy,8783.9,87839
8pGzPDgLwyHHj6GXGqLVub4L4wKa8sBUqTRsk2uYWg4y,2iWReCVgvx9dgHy6hfKnSYNzbEkJGcNc36vek2ouqnmx,8717.76,87177.6
ASC1yaisD4ci4rE4khy3BLsce1gxKdKLm3K1YtGK4aJj,AZuekekJLftDqBbW9ULZkHYicuA4pZ842hcHspuy4y7J,8633.17,86331.7
DiSE4j5c6zzmchMDFdNxMgMhj1MoW1bPwcQ5JG3BxVRS,HUpUqDBUa6nwWokn2gPHyt16ui11Q9kyvMt9YCDjjGTq,8528.89,85288.9
285kXcuNXTGKSuZ1ia66jHsKZvdpP7WwBzUTrsNVVSgK,CoLSpQZ1FaYW9iPePNc3njt1MBJ6TxEm4rxR9xZJ4Lvy,8464.03,84640.3
BD1HSaCsjhYyT3L6rV4TCWd5i2seWCXctKrfru8D4yLS,7MvKSvXjpXUgroy8tNMX8RYvzvQ6Uoaj89GVvwuai25x,8459.86,84598.6
47Ra59B9xhvCd1KQKw5yU2dgfrJ4b9esyzb8MMEbGqjB,5tji63GHDRRjYUJXRpsrvKhtCTLrNNe5c4VrbxVMngBf,8459.27,84592.7
BVeqYqRPZfeEutp9KdPivAN9jY1ftNxkwhieNyYHgapQ,88rBZWZGfzDoifqU7tdreUcQe8sJw85wfncLUbmTEgVm,8455.7,84557
AoaekNhqa8nBMnx4Peh1bbKhemJagutUUpgksU5HbM8j,8YpLSUUEBEVbxhGN17oSzxY8prL4iTC4Rpb4EZ1YoeHH,8386.96,83869.6
9mbSbGPJghUutCTotNGbtnwKQXFwJCLbF6iu4JS9k9g8,DjTmYU1bGFES97F8sTsSZxHi3TN3jNBt7sFUKwMup9ht,8354.86,83548.6
3zP2xteqot5rZGgsLVpCmXP65sUwVVDhzqSzaiuHGGbb,7EpHUTNqUvJ9NrsbdKJnwq5wuSwB9jvzzb2Vzyq13WrF,8320.58,83205.8
AXnYvwvC8Wt6yM2cD1sz95NxWhkcFzuQ2r9sAheXDni2,416zoNHxnh492yBpHGvS4GV5wyT1hyDw5vnsMqwL5KM2,8314.88,83148.8
2HHyaex5G2uJcgxkMiRtGF3NYB7wvdtvV5TWssrXGgzr,4A99YLGrNqs6ijqQ6bKnP4KBy7ZUfkycj5ZTta7dk4Z1,8305.15,83051.5
4f9Rru7LYgb3CqKwgQEFWzxdj9GLFK18HTE87Njk8b7R,5ddBKLgQinPgE9bCG4sSBHTT86NSaPQeTsq1AukEdxEA,8202.16,82021.6
6P1iEKQhGZdPPRDjhFKvu6gbYiVhPUj5ax76ES72y1Uh,CwFCnEv3wUuwmCb7VaAnspk5n7d2ejJnox1kKLenVp5P,8185.56,81855.6
4NyReckPEam5o7rTWXK1dnkq1ZDcB8LuWeQVezsK8Z9e,DzVzaeeCsJ5zmgooBXVj5yh3fAXDrSaUSDtviySAppFQ,8183.15,81831.5
HAA7dp4wQ16ToUG1AMvVapakFVuRhywNcBWwvdRxnNbY,DjjqrWufzxxuRPjyPsy6pDTA7vb4Aez6kdsD2Uyy1n8J,8114.46,81144.6
7kTGY65X47y2PWVLMaxjonHQC2uW4qCnPYaqdCz3mBtF,6ZkZAAjwhfGzGerpVSfGGQXuMzpt8acfbn3YHdqxvhZk,8078.89,80788.9
LkE6mDn3bjEtJWKhTzj7M99BTNBoWkM64QDJKoExbz3,9PaLCqq8xvKGGy4RMruojynF8R6yAUt3RrFf5ESWvZpB,8026.44,80264.4
F4YdgnaopBwuq71GErSu8fxhkStnEgfGdgRRVqV1VCPh,Cp81gZE4oSibqKnYEf34ci3XivNJpknUvNig5u1hPaJo,8022.92,80229.2
5fBAxjGky1FhcpLvT3ViiTp2y66yJFJfCCqKerySVSuD,7kGbrpA3JoETgtPGrUw3DwFBz7GYgp2HA2xh5gaEVBb6,8014.05,80140.5
3P2k6BhjUpywmBkp6Gx7bPL8uQkx1p613gD9NBMXoZW4,761knwwfexXyX49z3wbJpe6iMex8XfUiAkyevSkG9U7p,8000.85,80008.5
7TaBHvMpNJqUzf3MEoGhWfrhBnnXFqJDcfP6Ji5t4NzU,6N62rLcyvzCSXNCCUQcgvw1dHMCCR4azfx1nor1YwGzw,7999.94,79999.4
DNbBrLMd6QxYQqYeV8rZ4P2qpZqfAk194GxcRZsC8SzG,BugRD69c2sriTcpfRm8Gy85zgByaUgHzRhHmzZMXLmWV,7960.66,79606.6
FzBJiXNtA5h1TBEbDoMAHYiasdxs9LMr4rbPUBkknoFK,2h4zKaqyKDwZsKdxXkaatuFwwbM75eETh3eFML1VDJLP,7877.7,78777
8iPvfoGjWtkaiSngojM8bCFNHVa7YVv8Fv24gvxqJrvM,DXoU3Ld2hgsgfDo6bu2Si6JxjFepRu4ZXoXGUhHaQQKT,7800.57,78005.7
3k9fNbD6MnHumq3RvAC5VXULWSqB5FBFgBWTnXZn8M8d,4B9ZTeLATt1562agSZi8caREcVDX8a7X29GSFer97XLw,7778.09,77780.9
ACXTu13fwiV2pduq7JP1tpXgoyERezDhVk92kVkvpdsr,E1mGcZ2dpsEnPk1TmeQqyrjgFiaKoMkdNjGBPsot7AhT,7739.8,77398
AyWT6bGGWJcc48KCzi3g15oBmcHpetUSLmMecjG4fFuV,7iYcjABeK9ohN8AXGs6J5H9tPXndKy3Mu4KHsm24138B,7694.45,76944.5
CjCks8Q6VSkPNU8j6FPreixyuJdcHbLokp6BdTCbcu9W,7TCQZJoQ5KbMuNBh5fNW61yr5GYU4t273sAHDxng28u,7522.43,75224.3
3wP96vcSSuYzBPDjqgRNjv3Wd8NRdunGMp7z6QNjKCxk,6jxQssLZCN8riPRw3cUgqEyaUE9UxvEFhk5fpRtvsB4o,7494,74940
6MdnQVTwLTAx5ENTrPFua7tTk2cAmyhtm6TeuJA2NsBA,3kgXAwDfrr2oSRujoyYS12NN9A6Sxzdwb7wohQ4NXham,7492.5,74925
JDcF9m7p5rwDcfhvqPw3cYqKGn2iA4T1uBnATCJfWy3,DdZQHN19iqmL7q2WZfCayxeWJ6nfTQ382rkG2t1TfnCZ,7482.46,74824.6
9SFzuv4thiXK5eHMwNRGipPCAki7oBH1dSd9tmZ6MCjo,Bf75Ty1H5hnTrAPn9mu8CaTRnYexG2n4VWBBD6BNLYXS,7448.33,74483.3
DTuM8rsoRSKPsQmfKx5kasYnERcWhrnKCZKtN4EaTbsN,G7os4iR22JESS6qGf4D3wCG38K1V5DmbrbnBmzUjt5hC,7333.41,73334.1
4jByW2Uc1Q2Wex4uouwjaVycjDPWKp3cPjmtK1NhQ85G,4sw3aLV8qoK5Xr19S9qF3cy8z54utZ1vQGJ9V8od4nqw,7068.68,70686.8
Gq7z9yzSwTzzdYuMAdyeQVGpy1V9FvETGgfnyQQwFouG,CRzvo97FG43ik9r7ch83iVMcYfGr1ibx7coS41E3gE8d,7060.28,70602.8
G39itTuLZcMu8jdcDEo9oqPzQPWjoi8qejFfuf9gUJsS,32kZ5ndyxtX4tdh32T4mno3EoXxWBiPNE1182kBUsQJ4,6964.08,69640.8
GcWFu3do6qCbuqEh3NDsy4QcbvoHTHiYAi3XbNv2MV83,FhMnp9vC7HFPhKo7Bwo84BZKj7wMaEz394XEpy1Sym4V,6905.13,69051.3
47EZSpy4Ef1zrMydK3BJ8j8NKhbVVaG8SYcyJfkvXzLX,7sRwLBc4MKy4PdfRzN5TcAemJVSLcSDnH6gdyekmPmVY,6853.82,68538.2
AaNy9cBWz6Lh6qzFVZjhmsfcVY9aewooKhUebaHJa3Jz,3CZdppdBgyqqvUdx872wZnsajXD6w38W9zhUKxeXc38L,6817.07,68170.7
CKqjNVq1Mmob3iNsjMpKpuHVF7M8BmiKCLXiNZPmeFRT,3zECNcDbtXHwx7vyBDesJWwAmUAW89AMqKaZPMP9Yyzh,6796.61,67966.1
HGieKQjkZmiY4D6o5Bde5cQfpiJx5o5abVBk1iny3ouu,ByzcwDVyn7YWECaDkGokbMhZr8ReLiaRagmPtM7HrQC,6714.62,67146.2
5WJoMkRYxaazBjKRV2xktvDyhRCJ725mXvWsEoSGDhZx,B1b19aeZoVwmx5xM1qf56SzZ3gQ8ypQXzF4URssnh41G,6654.13,66541.3
BiQmMJaHCf1nekuEe8MjJ45Lzex5G9pjMQo5Wy9ipTyv,4hXo62j72HSdJjtA7f9eFZjDTdMJzaZzTUPG8FmJzTkr,6637.4,66374
svYekXXyJFL8ot22bEkmHnqCHSajBEcwUfj7LCxpybT,EL9pg7iY4XCFeSSMTAPPKyyEMVMMaV5yP9p7TNyE7YEa,6593.59,65935.9
2prue76jTc7oHr1krLXZRqJJ4n34M89qmxjdkgabLwvc,2LkAAfBHGzVKXtTvUdd6C82rmtEvgKuMEmrk1hoUccAb,6584.59,65845.9
5y3cWHouwVSz9dtA6BLsdbixAQheNA4oHYMag7XKmCFx,CStSsUcCcCGRuxTQDLjcGxUhn3LVTz4DJJWfeUtBLZk2,6563.29,65632.9
5Hd1jwLBjAcCuRJiiSmfedz8F1ev8yRJjRqYTunM4SEP,7rQyVoC9nouXp7XxZ9sowQM1RmKjpRf83bn8D58AShAe,6524.35,65243.5
H7BArHEzk1tthx8NxjDbD5LgV6PViPKr93K3nBe6g98u,2tcmUBQ3LmqLhDs7bFoMAbCdHDXUr4LbjGWteFwV7PkV,6517.8,65178
63mWGcEhsVQwAX2sLtLN6F5sh5QieZvaSnHy6LEcejxb,BSvUwBwT11DXK4braQoYvNnwW7bKGHK8jq5ztpxLq93i,6410.44,64104.4
Drg7Kiz2eeKjWnQoh5vEgrJEFQckzLrhY5WYHggSnf76,5JXiMCrvkWyyLapESbMgUY1YJFT5iGT9C85NkwHHrHhq,6379.44,63794.4
5RLzWXNZuGye5J9MhQsVHsp1oDvUvfjNEbRiVrrurUMo,D5xj8gj3uWE8JKQFYuXcKuP6awnmxHPifLsstEgMMJAX,6358.62,63586.2
DaQM6b6dbxShqjRdaxPEgMorgjtRtdpfPJWkWYrKgNPa,J25B3pvdQMxTsA9aCurJaPbwBox8VBCEVdG9P54xBBri,6309.77,63097.7
EeJYkEFXwkpMy1y8kyfSKMhRPsyGCwM73QFpXwQRQ55H,2Aac2Z4bt5TAfn77u4YVxSiXXKR7BhVLv45PPe5ADmHk,6300,63000
7dhhMw1bdYZ3p73V2mF8G2dddREP9nDMqxYuqeYdoBSj,9apSvDZdQmkHynA7Wci5L2JLxaW3UY4fJcWdjLaZurV3,6284.3,62843
HmQrUG7NyU2v1h7CLpADB76RjEYu1gpa1BxZ5sqBHWA,DRoGWYtmfZDSoQ4FZUSa4AudhhUrfJgP8EhWGaZDAATu,6201.64,62016.4
9KepAABroPBByJGhibXiTmTnBgAkD9j1AYCyjC4FthmP,CAfyvHuWNsmA7xp1iuMMvJXbeucD43WhjexXoRjyRgVH,6120.71,61207.1
2jFcXfG5GVfHpBgDxLKUoacBg5gsMMhdjJ45QWU7MkMb,AeKZ1ghH1NEYC1sb7AZSR8CqGXoP3kWhV4eztk211nqJ,6000.75,60007.5
GKtdn9PLGonszHN26HerA7raKztm4Y13VytepjiJWWkB,H8QS1YV69qbjbSbat9cPiiCPW7hcRhZYSKrtk2ajAFh2,6000,60000
9gEWLoyPajbcHdkGSzAHUynzY9nNiYWzjmxjHD56sPJg,D8E4gp4nVy3TmZyMqnUz42e9sLgVeWjfMaubdVeQmr1J,5955.37,59553.7
CJjCPNHosT9WntGePbRfCyEe77khT13jeP9ntB9QD2Uz,7NCmo7Qq1MQ5eiPjtiR3vSkqFLEVTtWYfhvB8kS9GL5S,5953.24,59532.4
BKfV52P6NadnDqA7xnm7PCpeHMQqLSb2LgEwXuragAyD,3sbJz5mPgbyBNU9Z2UeZJMzHnQst9TinZpdthpePsPk5,5911.85,59118.5
6jZH2BoFkJZPMH7pxKzvpD5zp44HLb894TzLHsBx7BV,B6D9gfAw5grXUJX8sgPGzmrHU9Ksg7AGmd1YwQP67keK,5899.05,58990.5
8c71rh4QXGi8hzCEcRFdjeRjpxvz1VSd2WYpqm23PVFx,DYgQ6Vwajpr6uxfAi1wXedf4uyPppgw4GBHn6eddt1TJ,5809.02,58090.2
CekTn1Mm26aByHHD27XPkigbeYXjpDgjh9pPPrztucde,9ZYNLGZ6o8X3gJxRNVUaFbamK38dLZMe5HJaQpTtNPH9,5800.14,58001.4
CznPaU3XvtoDxCLe7wsTdvEJb8jC55jXBFsSxK4hqyNL,5ZyNeqdjQ3HmqwAmNsXu5ptJyvAXwBNgFm8v9T37FyjF,5774.52,57745.2
E4JQo4s8zz6zU6KQGyp7bgBGs4VcXCcMDxHMhwsNh4F1,8y47AncsAzqSvwbc6rfiLxPK614t4r2QVmch1FPufEEh,5731.33,57313.3
9wQzWZ3LnU6uWPE17Z7bhc1vbKEsUyjrbTbT3QnKAVqL,6LEL7yk6XhHW7s36UQfkd9dgsmuevsiqvpGwnRX2puoS,5720.42,57204.2
5PANdYHobzKXGuxZZFmYiAvWteNRjD9cZiQPz13ng4fi,DtCkXaGF4rwdF63nReJw23Ryemmm9MByYkTERf1msHaD,5668.15,56681.5
A9dBaE7Pd76X6DBu554z1DNsXGE9GdKYzBm5cGnSnUcv,CZxGnTdz2nQinNKcndu2M9UVkZrzfonyv92KYroCH3Ph,5667.36,56673.6
7Xrew3XuBa1SeQ4Ahv66vMKkxiGxyisJGFePc4j2VFhx,C3gcuAoDkV5z4VsnQ3sTszXSbE5owxduMvKLaEzwTqzX,5660.62,56606.2
6M7yLNhqSm4KPBJHnJXGSqyyXLQEydJPwNCYCBxfMbXq,D6bUMn2nuHx22n6S2VGgVy6zz5oyzLqVaptWVsndZqv6,5556.43,55564.3
CTy6rq1PQGos3svk2oRt8Er9qjMujm9bHi2TKa4EVXPP,HMQqzDszNQ5RBgGH46RYYSZpH3ueNyk4zWwiCULpVZTp,5453.65,54536.5
GoqFiYPVqBixkvxwnbJD1kpRi9ztmj85mrpecEEj6r9y,HjkQFYjrCCERmqDdkqb7FuiNyHwLyseJZgiSrpK2TxQY,5451.63,54516.3
CbP3Jnx3NfksrNdKeHuF6Gwe9AYUabVKVn58kj1pJHwL,DDWffj295WDzSuKKqdbukUk22hUTbYg4dcoEDyRaSmu6,5414.05,54140.5
4Wp46KvoZn5dbdcjhmaY2ug41NEx1pwhHxrHVJSUYFrX,6yfM1HABFDFg3m7ktFpZ7bKrE9yCNLajz3DjoPCdzj33,5138.27,51382.7
3NKgjtftpvAeJMb1h5WdpUzKcd9gy98BaV2tj9KKPKte,Dh92kNTZMqntsbKegcheYVrdwbTvt5z29Wk82yw6CWQ1,5129.8,51298
5fvc12hz2RuQMMUtoEp9SsGTNeDVx62dmi6FKeXJ2dLp,B9BhJ9ban3ZRuXTVKchYV3MCKndpN3L4quzd8ETv54Gs,5122,51220
EefwNahty7HjPtW1fLTYYAkhJhzG4vYzRjSnU9ZbDLrz,BYeBjy6sLUzW9tm6kUztoKGjxPQubiR3wq9mcB44KABj,5050.39,50503.9
5knwDi121h5GmBd9xXSXzrJyooiCCrJM9jAuVqKb8Q9c,2nAUUjKLF2bGVMGGQS758YGhxLK8fbTHBVSsoksLYrAX,5003.61,50036.1
BCYRW7N9ghRaeiPBJsj81FB6dtWv2dtA3NwikghrFXaW,8zz3vu31tmhKnLwr66ppbaoy7FYFzAveaxUqrDFnZijv,4965.68,49656.8
GuGivLfNHgqHoMmcu77PxrRhLVLtj8RX5Q48PncbskNp,4VJEY9RCzqdCJgrJokUdu2oST2b66ux8SEnSFEoFgw1S,4922.6,49226
HAahRFbiYm5DoCfUoP2f3aiFip8tHt9hjQUDRrQB4NH3,EqbHD7SKfVRS5RqS3nTgEMxHu7VtLWuMdGPxmC3W5id8,4901.55,49015.5
8Q6uoR8Ld1RWc5MKYuWP1a35A8GWUqsbUeNbZt1t2rKr,91og7xk8r59dJHUo27nTHVRySbKCNTte8ZqvG9pqufYi,4762.17,47621.7
HBVgsBdvQoCH2khRVT4Qb2GviQcEEt5VsbpHNbEx2XqM,B9R4BQa3kTB9Nog5upHQ8zfF7D6zjXeUaU5vJDqi1ksL,4694.22,46942.2
HcuQFs2a9URYTeyQhr99cpFWc2iFnWvbJ5K92XVk1ufq,27ALVzrbBGc4qVxLNC1cMTttdjMsxMWg7erErYqrqpeT,4592.8,45928
DZe6dEhg4tUtG2piZEQrpcWvGvjSFv1DRQvvB2ZgmKLq,Ex6UdhX7cS4s4h4ZmHrGjzvDXUbV4iznowwzdidQwMMq,4500,45000
Ae5uWkF6XGgueZnTXdfLFpQRbiKajC5mcAYqMHJaJegC,7dm4zBdC5J8qd5oqvQDYk8ZWJ9VzJygN2q89MW5zAmZG,4475.59,44755.9
EScdK9Tmvv3BBBYXCqBohpbZ6YCA9BkLHnkBV9ihU2wC,3CBDvUUprKnsfSSLyCguA1Xn6Rhxvw76W4AEYquUpqMh,4475,44750
6LYofh2gJKyVaviBsq989Y1wL1XdsAzD5KYas4x9bJkD,4fZYPFZqPWd2vVK56r2G1sPCJ2jG5h9oWkjL5MtGiDQJ,4462.24,44622.4
2tdynC9pjLkTGKLBeae8ELHzzbeYX1rXvYer66aTGCXW,Eym8uTjTDQiesYJHb4YSeDLM66XHrxPgj3kBCoXT4kxf,4441.28,44412.8
BZoP2HwHgCnfw5uRuuhUMPHc86wenXPzzgrXNAmXhzV5,HjVDzQd6di3BuA6zKX3nJAXGCUn7WoZYww4VqStBDe5g,4390.64,43906.4
G2ZzBRQC9Pv2q6kL47Zwm1YkV1Pt5kTaVwgyYyZGVshf,H9rtoFMBmAEXSCx18vPwA1xiW6VFk6hW5Tp4vU7Qnzmf,4340.31,43403.1
4E28tsxBGJS6auqVLgb4KJhAJiu6kCgQM3d375zAeBzj,E6zDQeTicSfkDbUgMYUkCKbgeB19d1p1XYFenLTWspgo,4336.23,43362.3
5RC741kMn3ct6eawXWtHihDAHp3BCob6QcdNn2Q5UpiA,GyiHVvrcGuWFmjVc3BCqh8m667mYZS774GXCSAr2K1hQ,4320.99,43209.9
99wAcxtzmM8dwRsjn21EWr1jktTYSAcfs1cdkgqp4nhD,CjKh5gpcgoQrCxGSXm8nKocpCqcJ48ei8yJRucqsLCzi,4309.68,43096.8
6KFVj2czLwNQeE4yBgFau6LHUS72vqgP11Sv1JUNxghz,14Ci7PUo7PZ8MNxQMS4ziWBMo1dUmvHCPGxpyico6mji,4264.71,42647.1
CxJwWASkMoDdMzcYvp1hoBiMdBSwAMiPGJeGKW18Yw5D,CHp5KpCb636kkiMSJEk8H3qtjGjufg4b4x1KmNCFRBho,4260.64,42606.4
64sqZv9Kz69o18vFzyNTm5NF7NBnA3E2DQcBWjiuVTkf,EAjXGidTX5xzibWXvK7hios4GqrsBkVqwub13EdFvniQ,4215.1,42151
CXiCAzWdm3Y7V9hHUxpaoh3XHyi8s9NA7pAyym2haJNK,5RERjgF3t5PbFi6HzJMXJ7EQykKa5ULdx2iAVoUC6yLS,4197.85,41978.5
6Ys4oRcPaztQqJG5eyNTEiVmPPWd28bnSpnKk5szTRfr,9TQR2nFnXSxvb6A5bXrJyhFQQB6W7GEkADHWgybVHBam,4177.85,41778.5
j2chVSFtBMwvLRNnskH7yxD7f8nPRipCuiZ213ZGB1i,4UrKH8BUB4Jc4pmHVa1Xon2rS7YYvXEchjDXvAob9dqm,4143.12,41431.2
22y2HvLEFcJ3tzMofxgH9dk3DdDLh7zWW92jxa7q2N7p,ACQk8iiAzrXyPp68ZnnTJsJB27mrfHyzdcfF7XiFwLqj,4127.46,41274.6
E1ekCWoJH5pR11cd6wmvRRbXqmweZgH5vGMyLt58GYcM,CAcqQs6bRjbB42YDrF1xHqdyFkNveo47xF7s8qo4QEs,4075.18,40751.8
HRGDNbg9vUHoevabB7A7sBVmugsiKam7wW4ZTAHkr5q1,BwwYLfRSPGrdSUEEPHYnS3FByCxcaArdnGRTHKr16CgF,4054.9,40549
